Cod_ID,NOME_UDH,CODMUN6,NOME_MUN,ANO,IDHM,CleanEnergy,Mobility,AirQuality,Economy,Employment,Housing,Education,Healthcare
1355030817017,Centro Empresarial : Rua Maria José de Carvalho,355030,São Paulo (SP),2010,0.708,10.0,6.436251920122887,9.694234665684288,1.8937579102712212,7.13401571054511,9.066390041493777,5.444947209653094,4.507575757575759
1355030817018,Jardim Capela / M'Boi Mirim : Estrada do M'Boi Mirim,355030,São Paulo (SP),2010,0.734,10.0,9.185867895545313,9.897771228587215,2.400407018356608,8.407522018567008,9.895322519803846,5.746606334841631,5.378787878787879
1355030817019,Guarapiranga : Escola Municipal de Educação Infantil Professora Norimar Teixeira,355030,São Paulo (SP),2010,0.756,10.0,8.824884792626728,9.435439307423099,2.60711990989142,7.869554867888597,9.456808751414561,6.2745098039215685,5.984848484848483
1355030817020,Guarapiranga : Escola Estadual Professor Jose Duarte Junior,355030,São Paulo (SP),2010,0.771,10.0,8.14132104454685,9.6896297660711,2.8055520016007356,7.272078076648418,9.747265182949828,6.530920060331825,6.553030303030301
1355030817021,Jardim São Luis : Estação Giovanni Gronchi,355030,São Paulo (SP),2010,0.771,10.0,8.14132104454685,9.6896297660711,2.8055520016007356,7.272078076648418,9.749151263674085,6.530920060331825,6.553030303030301
1355030817022,Jardim São Francisco,355030,São Paulo (SP),2010,0.654,10.0,7.396313364055298,9.4428071468042,1.3891569116823352,5.508212330397527,9.578460958129009,4.40422322775264,2.1969696969696955
1355030817023,Centro Empresarial : Escola Estadual Professor Arnaldo Laurindo,355030,São Paulo (SP),2010,0.762,10.0,9.101382488479262,9.675815067231536,2.4756640869143967,7.410140442751727,9.660505469634101,6.69683257918552,5.9090909090909065
1355030817024,Parque Figueira Grande V,355030,São Paulo (SP),2010,0.665,9.85801217038541,5.184331797235025,9.710812304291768,1.5061190545889103,6.572244703641992,9.703885326291967,4.600301659125189,2.7272727272727275
1355030817025,Guarapiranga : Escola Estadual Professor Paulo Octavio de Azevedo,355030,São Paulo (SP),2010,0.654,10.0,7.396313364055298,9.4428071468042,1.3891569116823352,5.508212330397527,9.567144473783477,4.40422322775264,2.1969696969696955
1355030817026,Guarapiranga : Parque Guarapiranga,355030,São Paulo (SP),2010,0.76,10.0,8.03379416282642,9.583717074967767,2.707931787860558,8.014758390859317,9.627499056959639,6.334841628959277,6.06060606060606
1355030817027,Guarapiranga : Parque Atletico Indiano ( CAI ),355030,São Paulo (SP),2010,0.914,10.0,9.915514592933949,9.934610425492727,7.261104926809615,8.114734587003094,9.90286684270087,7.933634992458524,9.356060606060606
1355030817028,Jardim Ibirabuera / M'Boi Mirim : Condominio Village Monte Carlo I e II,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.84534138061109,7.797888386123681,8.295454545454547
1355030817029,Centro Comercial : Condomínico Parque Residencial M'Boi Mirim III,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.84534138061109,7.797888386123681,8.295454545454547
1355030817030,Centro Comercial : Condomínio Parque Residencial M'Boi Mirim II,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.814221048660883,7.797888386123681,8.295454545454547
1355030817031,Centro Comercial : Condomínio Parque Residencial M'Boi Mirim I,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.84534138061109,7.797888386123681,8.295454545454547
1355030817032,Jardim Ibirabuera / Karapitangui Praia Hotel : Residencial Vera Cruz,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.84534138061109,7.797888386123681,8.295454545454547
1355030817033,Centro Comercial : Unidade Básica de Saúde / Programa de Saúde da Familia / Jardim Thomas,355030,São Paulo (SP),2010,0.708,10.0,6.436251920122887,9.694234665684288,1.8937579102712212,7.13401571054511,9.686910599773672,5.444947209653094,4.507575757575759
1355030817034,Santana,355030,São Paulo (SP),2010,0.654,10.0,7.396313364055298,9.4428071468042,1.3891569116823352,5.508212330397527,9.578460958129009,4.40422322775264,2.1969696969696955
1355030817035,Professor Horácio,355030,São Paulo (SP),2010,0.665,9.85801217038541,5.184331797235025,9.710812304291768,1.5061190545889103,6.572244703641992,9.703885326291967,4.600301659125189,2.7272727272727275
1355030817036,Jardim Ibirabuera / Karapitangui Praia Hotel : Conjunto Residencial Brasil / Residencia da Ilha,355030,São Paulo (SP),2010,0.847,10.0,9.009216589861746,9.84895929268742,4.276252869928462,7.53154010949774,9.84534138061109,7.797888386123681,8.295454545454547
1355030817037,Centro Empresarial : Escola Estadual Wander Taffo Musico,355030,São Paulo (SP),2010,0.703,10.0,7.95698924731183,9.567139436360288,1.9729694316023285,6.205665317781481,9.49453036589966,5.279034690799397,4.12878787878788
1355030817038,Caminho Particular,355030,São Paulo (SP),2010,0.653,10.0,7.48079877112135,9.55792963713391,1.4840583422353681,4.891692454177578,9.640701622029423,4.162895927601812,2.613636363636365
1355030817039,Celeste,355030,São Paulo (SP),2010,0.665,9.85801217038541,5.184331797235025,9.710812304291768,1.5061190545889103,6.572244703641992,9.657676348547717,4.600301659125189,2.7272727272727275
1355030817040,Centro Empresarial : Escola Estadual Joao Batista de Carvalho Monsenhor / Escola Estadual Octalles Marcondes Ferreira / Escola Estadual Heidi Alves Lazzarini,355030,São Paulo (SP),2010,0.762,10.0,9.101382488479262,9.675815067231536,2.4756640869143967,7.410140442751727,9.663334590720483,6.69683257918552,5.9090909090909065
1355030817041,Vila Angelina,355030,São Paulo (SP),2010,0.665,9.85801217038541,5.184331797235025,9.710812304291768,1.5061190545889103,6.572244703641992,9.681252357600906,4.600301659125189,2.7272727272727275
